Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2017,Jan,53.0,50.2,778115,736779,41336,5.3
2017,Feb,53.0,50.3,777364,737246,40118,5.2
2017,Mar,53.0,50.3,776921,737577,39344,5.1
2017,Apr,53.0,50.4,776906,737840,39066,5.0
2017,May,53.1,50.4,777311,738153,39158,5.0
2017,Jun,53.2,50.5,777991,738485,39506,5.1
2017,Jul,53.2,50.5,778851,738809,40042,5.1
2017,Aug,53.3,50.5,779701,739089,40612,5.2
2017,Sep,53.4,50.6,780391,739301,41090,5.3
2017,Oct,53.4,50.6,780894,739435,41459,5.3
2017,Nov,53.5,50.6,781184,739434,41750,5.3
2017,Dec,53.5,50.7,781433,739424,42009,5.4
2018,Jan,53.6,50.7,781862,739607,42255,5.4
2018,Feb,53.7,50.8,782563,740125,42438,5.4
2018,Mar,53.8,50.8,783406,740960,42446,5.4
2018,Apr,53.8,50.9,784056,741842,42214,5.4
2018,May,53.9,51.0,784408,742590,41818,5.3
2018,Jun,53.9,51.1,784602,743308,41294,5.3
2018,Jul,54.0,51.2,784789,744113,40676,5.2
2018,Aug,54.0,51.2,785214,745101,40113,5.1
2018,Sep,54.1,51.3,786047,746313,39734,5.1
2018,Oct,54.2,51.5,787220,747715,39505,5.0
2018,Nov,54.3,51.6,788515,749233,39282,5.0
2018,Dec,54.4,51.7,789633,750656,38977,4.9
2019,Jan,54.5,51.8,790389,751807,38582,4.9
2019,Feb,54.5,51.9,790807,752664,38143,4.8
2019,Mar,54.6,52.0,791185,753421,37764,4.8
2019,Apr,54.7,52.1,791876,754352,37524,4.7
2019,May,54.8,52.2,793046,755562,37484,4.7
2019,Jun,54.9,52.3,794739,757007,37732,4.7
2019,Jul,55.1,52.4,797083,758718,38365,4.8
2019,Aug,55.3,52.6,799495,760287,39208,4.9
2019,Sep,55.4,52.7,801633,761592,40041,5.0
2019,Oct,55.6,52.7,803070,762385,40685,5.1
2019,Nov,55.6,52.8,803129,762335,40794,5.1
2019,Dec,55.6,52.8,802879,762154,40725,5.1
2020,Jan,55.8,53.0,804830,764293,40537,5.0
2020,Feb,55.9,53.2,806570,766827,39743,4.9
2020,Mar,57.1,53.7,823300,773588,49712,6.0
2020,Apr,53.9,45.3,776722,652883,123839,15.9
2020,May,54.2,47.2,780029,679272,100757,12.9
2020,Jun,53.2,47.6,765374,685332,80042,10.5
2020,Jul,52.9,47.6,761335,684864,76471,10.0
2020,Aug,53.6(P),48.9(P),771748(P),703401(P),68347(P),8.9(P)
