Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2019,Feb,62.4,60.1,5089643,4898884,190759,3.7
2019,Mar,62.3,60.0,5086452,4898827,187625,3.7
2019,Apr,62.2,60.0,5084588,4900389,184199,3.6
2019,May,62.2,60.0,5086318,4905393,180925,3.6
2019,Jun,62.2,60.0,5092563,4914704,177859,3.5
2019,Jul,62.3,60.1,5104207,4929889,174318,3.4
2019,Aug,62.3,60.3,5117470,4947459,170011,3.3
2019,Sep,62.4,60.4,5129851,4964375,165476,3.2
2019,Oct,62.4,60.5,5138363,4976473,161890,3.2
2019,Nov,62.4,60.4,5138942,4977732,161210,3.1
2019,Dec,62.3,60.3,5137642,4975936,161706,3.1
2020,Jan,62.4,60.4,5147616,4988005,159611,3.1
2020,Feb,62.4,60.5,5156347,4995200,161147,3.1
2020,Mar,62.4,59.5,5156973,4917754,239219,4.6
2020,Apr,59.1,51.7,4894396,4279924,614472,12.6
2020,May,59.0,53.5,4892536,4432132,460404,9.4
2020,Jun,59.4,54.9,4929291,4555849,373442,7.6
2020,Jul,60.1,55.6,4993364,4613160,380204,7.6
2020,Aug,59.0(P),55.7(P),4906586(P),4633847(P),272739(P),5.6(P)
